satisfaction_result,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Online Booking,Gate location,Food and drink,Online Check-in,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes
neutral or dissatisfied,Male,Frequent Flyer,75,Business travel,Eco,371,3,2,2,2,3,3,3,3,4,3,4,4,3,3,8
neutral or dissatisfied,Male,Frequent Flyer,33,Business travel,Eco Plus,214,4,2,4,2,4,4,4,4,2,1,3,3,2,4,3
neutral or dissatisfied,Female,Infrequent Flyer,29,Business travel,Business,210,3,2,2,4,5,2,5,5,5,3,5,4,4,5,21
neutral or dissatisfied,Male,Infrequent Flyer,22,Business travel,Eco,1387,1,1,1,2,1,1,1,1,4,2,3,4,4,1,18
neutral or dissatisfied,Female,Frequent Flyer,13,Personal Travel,Eco,169,3,4,3,3,4,3,4,4,4,4,4,4,4,4,71
neutral or dissatisfied,Male,Infrequent Flyer,58,Business travel,Eco,451,4,0,4,3,2,4,2,2,2,5,1,5,4,2,10
neutral or dissatisfied,Male,Frequent Flyer,20,Personal Travel,Eco,534,2,5,3,3,1,3,1,1,5,2,4,5,4,1,0
neutral or dissatisfied,Female,Frequent Flyer,7,Personal Travel,Business,1506,3,2,3,3,1,3,1,1,1,2,4,2,4,1,8
neutral or dissatisfied,Female,Frequent Flyer,56,Business travel,Business,3592,2,4,4,4,1,4,3,2,2,2,2,1,2,2,18
neutral or dissatisfied,Male,Frequent Flyer,64,Personal Travel,Eco,1452,3,1,3,3,4,3,4,4,2,2,3,2,3,4,6
neutral or dissatisfied,Female,Frequent Flyer,44,Personal Travel,Eco,599,2,2,2,3,2,2,2,2,5,4,3,2,1,2,139
neutral or dissatisfied,Male,Infrequent Flyer,26,Business travel,Eco,1020,1,1,1,3,1,4,4,4,3,4,4,4,4,4,258
neutral or dissatisfied,Male,Infrequent Flyer,22,Business travel,Eco,251,1,0,1,3,2,1,3,2,4,2,5,4,3,2,0
neutral or dissatisfied,Male,Frequent Flyer,62,Personal Travel,Eco,1017,1,3,2,4,1,2,1,1,3,4,4,3,4,1,0
neutral or dissatisfied,Male,Frequent Flyer,70,Personal Travel,Eco,493,3,2,3,4,5,3,5,5,3,5,4,4,3,5,0
neutral or dissatisfied,Female,Frequent Flyer,52,Personal Travel,Eco,602,4,1,4,2,3,2,3,1,1,4,1,3,1,1,26
neutral or dissatisfied,Male,Infrequent Flyer,8,Business travel,Eco,978,3,3,3,1,4,3,2,4,1,5,3,3,2,4,3
neutral or dissatisfied,Female,Frequent Flyer,55,Personal Travel,Eco,484,2,0,2,4,4,4,4,5,5,2,5,4,5,5,3
neutral or dissatisfied,Male,Frequent Flyer,70,Personal Travel,Eco,925,2,5,2,2,1,2,1,1,4,3,2,4,2,1,0
neutral or dissatisfied,Female,Infrequent Flyer,30,Business travel,Business,2125,2,2,2,2,5,2,5,5,3,4,4,4,4,5,0
neutral or dissatisfied,Female,Frequent Flyer,43,Business travel,Business,2226,2,1,1,1,3,3,3,2,2,2,2,1,2,3,5
neutral or dissatisfied,Female,Frequent Flyer,13,Personal Travel,Eco,558,2,2,2,4,5,2,5,5,2,3,4,1,4,5,0
neutral or dissatisfied,Male,Frequent Flyer,18,Personal Travel,Eco,549,3,0,3,3,5,3,5,5,3,4,5,1,5,5,0
neutral or dissatisfied,Male,Frequent Flyer,8,Business travel,Business,2753,1,5,5,5,1,1,1,1,1,1,3,4,4,1,30
neutral or dissatisfied,Male,Frequent Flyer,27,Personal Travel,Eco,787,4,4,4,5,3,4,5,3,4,2,4,5,5,3,67
neutral or dissatisfied,Male,Frequent Flyer,23,Business travel,Business,3257,3,1,4,1,3,3,3,3,2,5,3,3,3,3,37
neutral or dissatisfied,Male,Frequent Flyer,15,Personal Travel,Eco,446,3,2,3,3,1,3,1,1,1,4,4,4,4,1,9
neutral or dissatisfied,Male,Frequent Flyer,27,Business travel,Eco,543,4,4,4,4,4,4,4,4,2,5,4,1,4,4,15
neutral or dissatisfied,Female,Frequent Flyer,19,Personal Travel,Eco,1138,3,5,3,2,4,3,4,4,3,4,4,4,5,4,0
neutral or dissatisfied,Female,Infrequent Flyer,27,Business travel,Eco,1189,2,2,2,4,4,2,4,4,5,5,1,4,4,4,0
neutral or dissatisfied,Female,Frequent Flyer,63,Personal Travel,Eco,304,4,5,4,3,4,4,4,2,2,4,2,4,2,5,36
neutral or dissatisfied,Male,Frequent Flyer,40,Personal Travel,Eco,545,1,4,1,2,5,1,5,5,3,1,2,2,4,5,0
neutral or dissatisfied,Female,Frequent Flyer,29,Personal Travel,Eco,488,2,1,2,3,5,2,3,5,2,5,4,2,3,5,0
neutral or dissatisfied,Female,Infrequent Flyer,34,Business travel,Business,879,2,2,2,1,3,2,4,3,5,4,5,3,5,3,0
neutral or dissatisfied,Female,Infrequent Flyer,35,Business travel,Business,113,1,1,1,4,3,1,3,3,2,4,4,1,3,3,0
neutral or dissatisfied,Male,Infrequent Flyer,36,Business travel,Eco,746,2,2,2,2,1,2,1,1,2,4,1,2,1,1,0
neutral or dissatisfied,Female,Frequent Flyer,15,Personal Travel,Eco,758,3,5,4,4,3,4,5,3,1,2,5,3,2,3,0
neutral or dissatisfied,Female,Frequent Flyer,70,Personal Travel,Eco,86,2,5,0,4,2,2,5,3,3,0,3,5,3,5,41
neutral or dissatisfied,Female,Frequent Flyer,41,Personal Travel,Eco,296,2,3,2,4,1,2,1,1,2,2,3,1,3,1,0
neutral or dissatisfied,Male,Frequent Flyer,37,Personal Travel,Eco Plus,395,1,4,1,4,4,1,4,4,3,4,4,4,4,4,0
neutral or dissatisfied,Female,Frequent Flyer,58,Business travel,Business,2878,3,4,4,4,2,4,4,3,3,2,3,4,3,1,1
neutral or dissatisfied,Male,Frequent Flyer,60,Business travel,Business,2611,4,3,3,3,3,2,3,4,4,4,4,1,4,2,0
neutral or dissatisfied,Male,Frequent Flyer,37,Personal Travel,Eco,322,2,5,2,4,4,2,4,4,4,3,3,2,3,4,0
neutral or dissatisfied,Female,Frequent Flyer,42,Personal Travel,Eco,297,3,4,3,4,1,4,3,4,4,3,4,4,4,2,0
neutral or dissatisfied,Female,Frequent Flyer,43,Personal Travel,Eco,546,2,4,2,4,5,3,3,1,1,2,3,1,1,1,41
neutral or dissatisfied,Male,Frequent Flyer,11,Personal Travel,Eco,404,2,5,2,5,2,2,2,2,4,2,4,3,4,2,0
neutral or dissatisfied,Female,Frequent Flyer,49,Personal Travel,Eco,406,3,4,3,4,4,4,5,5,5,3,5,5,5,5,18
neutral or dissatisfied,Female,Frequent Flyer,65,Personal Travel,Business,997,3,4,3,3,2,5,5,4,4,3,4,4,4,3,12
neutral or dissatisfied,Male,Frequent Flyer,66,Personal Travel,Eco,147,3,5,3,4,2,3,2,2,5,1,4,4,1,2,34
neutral or dissatisfied,Female,Frequent Flyer,20,Business travel,Eco,990,2,5,5,5,2,3,2,2,2,4,3,4,4,2,8
neutral or dissatisfied,Female,Infrequent Flyer,26,Business travel,Eco,376,2,0,2,4,2,2,2,2,2,1,1,2,3,2,0
neutral or dissatisfied,Male,Frequent Flyer,17,Personal Travel,Eco,409,2,4,2,3,5,2,5,5,4,4,5,5,5,5,0
neutral or dissatisfied,Female,Frequent Flyer,70,Business travel,Business,192,2,2,2,2,3,3,4,3,3,3,2,3,3,3,5
neutral or dissatisfied,Male,Frequent Flyer,47,Business travel,Business,2761,2,3,3,3,5,3,3,2,2,2,2,1,2,4,0
neutral or dissatisfied,Female,Frequent Flyer,39,Business travel,Business,1586,3,3,3,3,5,3,3,3,3,3,3,1,3,1,0
neutral or dissatisfied,Female,Frequent Flyer,47,Personal Travel,Eco,1086,2,4,2,1,2,5,5,4,4,2,3,4,4,4,0
neutral or dissatisfied,Male,Frequent Flyer,41,Business travel,Eco Plus,606,1,5,5,5,1,1,1,4,5,3,3,1,2,1,157
neutral or dissatisfied,Female,Frequent Flyer,26,Personal Travel,Eco,967,2,4,2,4,2,2,2,2,3,3,4,5,5,2,0
neutral or dissatisfied,Female,Frequent Flyer,27,Personal Travel,Business,689,1,4,0,2,4,0,4,4,3,5,5,5,5,4,13
neutral or dissatisfied,Male,Frequent Flyer,55,Personal Travel,Eco,985,2,5,2,1,3,2,3,3,3,2,5,4,4,3,0
neutral or dissatisfied,Male,Frequent Flyer,10,Personal Travel,Eco,1838,3,4,3,4,2,3,5,2,1,1,5,1,2,2,0
neutral or dissatisfied,Male,Frequent Flyer,48,Personal Travel,Eco Plus,174,3,5,3,3,4,3,4,4,4,3,5,3,5,4,0
neutral or dissatisfied,Male,Frequent Flyer,42,Business travel,Eco,277,4,4,2,4,4,4,4,4,2,3,3,3,3,4,87
neutral or dissatisfied,Female,Infrequent Flyer,37,Business travel,Eco,239,2,0,3,3,5,3,5,5,2,2,1,1,3,5,13
neutral or dissatisfied,Male,Infrequent Flyer,25,Business travel,Eco,1144,3,3,3,1,3,3,3,3,5,2,4,5,5,3,3
neutral or dissatisfied,Male,Frequent Flyer,21,Personal Travel,Eco,109,1,5,1,4,2,1,2,2,2,1,2,5,3,2,0
neutral or dissatisfied,Male,Frequent Flyer,28,Personal Travel,Eco Plus,531,1,5,1,3,4,1,4,4,4,5,5,4,4,4,4
neutral or dissatisfied,Male,Frequent Flyer,70,Personal Travel,Eco,721,1,3,1,3,1,1,1,1,3,3,1,4,5,1,0
neutral or dissatisfied,Male,Frequent Flyer,16,Personal Travel,Eco,1085,2,5,2,2,4,2,4,4,3,1,5,2,4,4,0
neutral or dissatisfied,Male,Frequent Flyer,54,Personal Travel,Eco,1091,1,4,1,4,4,1,4,4,1,5,2,5,5,4,0
neutral or dissatisfied,Female,Frequent Flyer,22,Business travel,Eco,678,1,1,5,5,1,1,1,1,4,4,4,1,3,1,0
neutral or dissatisfied,Male,Frequent Flyer,52,Business travel,Business,2233,1,1,1,1,3,4,3,1,1,1,1,1,1,4,0
neutral or dissatisfied,Female,Frequent Flyer,67,Personal Travel,Eco,551,4,4,5,3,2,4,4,2,2,5,2,1,2,3,0
neutral or dissatisfied,Male,Frequent Flyer,26,Business travel,Eco,2565,3,3,3,3,3,4,3,1,5,2,4,3,1,3,87
neutral or dissatisfied,Male,Frequent Flyer,56,Personal Travel,Eco,270,2,0,2,4,2,2,3,2,3,5,5,4,4,2,17
neutral or dissatisfied,Female,Infrequent Flyer,59,Business travel,Eco,369,1,0,1,3,3,1,3,3,1,1,5,2,2,3,84
neutral or dissatisfied,Female,Frequent Flyer,27,Personal Travel,Eco,1034,3,5,3,3,2,3,2,2,3,5,5,4,4,2,17
neutral or dissatisfied,Male,Frequent Flyer,32,Business travel,Eco Plus,151,1,5,5,5,1,1,1,1,4,2,4,2,3,1,0
neutral or dissatisfied,Female,Frequent Flyer,49,Personal Travel,Eco Plus,563,2,1,2,3,4,3,4,1,1,2,1,4,1,2,6
neutral or dissatisfied,Female,Frequent Flyer,33,Business travel,Business,1235,3,1,1,1,2,4,4,3,3,3,3,3,3,4,17
neutral or dissatisfied,Female,Frequent Flyer,61,Personal Travel,Eco,1547,2,4,2,4,5,4,5,3,3,2,4,5,3,3,0
neutral or dissatisfied,Female,Frequent Flyer,36,Personal Travel,Eco,583,4,4,4,4,1,4,1,1,5,4,4,3,4,1,0
neutral or dissatisfied,Male,Frequent Flyer,65,Personal Travel,Eco,1892,2,1,2,3,2,2,2,2,3,3,2,4,2,2,28
neutral or dissatisfied,Female,Frequent Flyer,52,Personal Travel,Business,347,2,4,2,3,2,4,5,2,2,2,4,4,2,5,2
neutral or dissatisfied,Female,Infrequent Flyer,50,Business travel,Eco,528,3,0,3,4,2,3,3,2,3,4,2,4,1,2,0
neutral or dissatisfied,Male,Infrequent Flyer,26,Business travel,Eco,1235,3,4,4,3,4,4,4,4,4,5,4,3,3,4,0
neutral or dissatisfied,Male,Frequent Flyer,62,Business travel,Eco,990,2,1,1,1,2,2,2,2,3,4,2,3,3,2,22
neutral or dissatisfied,Female,Frequent Flyer,49,Business travel,Business,371,3,4,4,4,2,3,3,3,3,3,3,1,3,1,19
neutral or dissatisfied,Female,Frequent Flyer,49,Personal Travel,Eco,861,3,4,3,3,3,4,5,3,3,3,4,3,3,5,62
neutral or dissatisfied,Female,Frequent Flyer,65,Personal Travel,Eco,677,2,5,1,4,1,5,2,1,1,1,1,3,1,2,0
neutral or dissatisfied,Male,Frequent Flyer,10,Personal Travel,Eco,606,1,4,1,3,5,1,1,5,4,2,4,3,4,5,33
neutral or dissatisfied,Female,Frequent Flyer,63,Personal Travel,Eco,1190,2,5,2,1,5,4,5,3,3,2,3,5,3,4,32
neutral or dissatisfied,Female,Frequent Flyer,30,Personal Travel,Eco,462,3,4,3,2,2,3,2,2,3,2,5,5,4,2,0
neutral or dissatisfied,Male,Frequent Flyer,57,Business travel,Business,2495,1,5,5,5,2,4,3,1,1,1,1,4,1,2,128
neutral or dissatisfied,Female,Frequent Flyer,36,Business travel,Eco,191,4,2,2,2,4,3,4,4,1,2,2,4,3,4,0
neutral or dissatisfied,Male,Frequent Flyer,22,Personal Travel,Eco,1017,1,0,1,5,1,1,1,1,3,5,4,3,4,1,0
neutral or dissatisfied,Male,Frequent Flyer,51,Business travel,Business,1237,3,3,3,3,4,4,3,3,3,3,3,2,3,1,13
neutral or dissatisfied,Female,Frequent Flyer,8,Personal Travel,Eco,1044,2,2,2,4,4,2,4,4,4,2,3,3,3,4,32
neutral or dissatisfied,Male,Frequent Flyer,45,Business travel,Eco,439,2,1,1,1,1,2,1,1,1,5,4,2,4,1,98
neutral or dissatisfied,Male,Frequent Flyer,26,Personal Travel,Eco,1222,4,2,4,3,4,4,4,4,4,2,4,2,4,4,1
neutral or dissatisfied,Male,Frequent Flyer,45,Business travel,Business,448,1,5,5,5,1,1,1,4,5,3,4,1,4,1,389
neutral or dissatisfied,Male,Frequent Flyer,55,Personal Travel,Eco,1605,2,4,2,4,3,2,2,3,5,3,4,5,4,3,0
neutral or dissatisfied,Male,Frequent Flyer,50,Personal Travel,Eco,259,3,5,3,3,2,3,2,2,3,3,2,5,3,2,0
neutral or dissatisfied,Male,Frequent Flyer,51,Personal Travel,Eco,2475,2,4,2,3,2,5,3,5,4,4,5,3,5,3,0
neutral or dissatisfied,Female,Frequent Flyer,24,Business travel,Business,2556,3,5,5,5,3,3,3,3,4,4,1,1,1,3,0
neutral or dissatisfied,Male,Infrequent Flyer,35,Business travel,Eco,187,3,4,3,4,1,3,1,1,3,4,3,2,3,1,1
neutral or dissatisfied,Male,Infrequent Flyer,23,Business travel,Eco,456,3,5,3,4,4,3,4,4,2,5,4,2,2,4,0
neutral or dissatisfied,Female,Infrequent Flyer,36,Business travel,Eco,200,3,4,3,3,4,3,1,4,5,5,4,4,4,4,0
neutral or dissatisfied,Female,Frequent Flyer,54,Personal Travel,Eco,651,3,5,3,4,2,3,4,5,5,3,5,4,5,5,5
neutral or dissatisfied,Female,Frequent Flyer,27,Personal Travel,Eco,992,3,4,3,4,4,3,4,4,4,5,4,3,4,4,0
neutral or dissatisfied,Female,Frequent Flyer,20,Personal Travel,Eco,1084,2,5,2,2,5,2,5,5,4,5,4,3,4,5,7
neutral or dissatisfied,Male,Frequent Flyer,34,Personal Travel,Eco,680,4,5,4,1,4,4,4,4,4,4,4,4,5,4,33
neutral or dissatisfied,Male,Frequent Flyer,49,Personal Travel,Eco,1010,2,5,2,3,2,2,2,2,3,3,5,5,2,2,17
neutral or dissatisfied,Female,Infrequent Flyer,20,Business travel,Eco Plus,337,2,1,2,3,2,2,2,2,1,2,2,1,2,2,14
neutral or dissatisfied,Female,Frequent Flyer,29,Personal Travel,Eco,1010,2,4,2,3,2,2,1,2,4,2,5,4,1,2,0
neutral or dissatisfied,Male,Frequent Flyer,60,Personal Travel,Eco,175,3,5,3,4,2,3,1,2,4,4,2,1,4,2,2
neutral or dissatisfied,Female,Frequent Flyer,27,Business travel,Eco Plus,835,2,3,3,3,2,2,2,2,3,4,3,3,3,2,15
neutral or dissatisfied,Male,Frequent Flyer,34,Business travel,Business,725,4,2,2,2,3,3,3,4,4,4,4,2,4,4,45
neutral or dissatisfied,Female,Infrequent Flyer,29,Business travel,Business,1744,3,3,3,4,2,3,2,2,5,5,3,3,4,2,4
neutral or dissatisfied,Female,Frequent Flyer,54,Personal Travel,Eco,584,3,5,3,2,4,4,4,5,5,3,2,4,5,3,0
neutral or dissatisfied,Male,Infrequent Flyer,15,Business travel,Eco,1674,2,2,2,4,1,2,1,1,3,2,3,3,4,1,18
neutral or dissatisfied,Male,Frequent Flyer,56,Personal Travel,Eco,1747,3,1,3,4,4,3,4,4,3,5,3,1,3,4,20
neutral or dissatisfied,Female,Infrequent Flyer,25,Business travel,Business,581,3,0,3,2,4,3,3,4,4,4,4,5,4,4,0
neutral or dissatisfied,Female,Frequent Flyer,60,Personal Travel,Eco,907,1,4,2,4,5,4,5,3,3,2,3,4,3,4,13
neutral or dissatisfied,Male,Infrequent Flyer,41,Business travel,Eco,391,3,5,3,2,4,3,2,4,2,4,2,4,1,4,0
neutral or dissatisfied,Female,Frequent Flyer,56,Personal Travel,Eco,77,2,5,2,2,5,5,4,2,2,2,2,4,2,5,0
neutral or dissatisfied,Male,Frequent Flyer,23,Personal Travel,Eco,903,2,4,2,3,2,2,2,2,5,5,2,3,4,2,7
neutral or dissatisfied,Female,Infrequent Flyer,26,Business travel,Eco,2701,2,2,2,1,4,2,4,4,3,1,5,1,5,4,0
neutral or dissatisfied,Male,Infrequent Flyer,22,Business travel,Eco,175,1,4,1,3,4,1,5,4,3,2,5,5,5,4,0
neutral or dissatisfied,Female,Frequent Flyer,27,Personal Travel,Eco,401,3,1,3,3,1,3,1,1,4,4,3,4,4,1,0
neutral or dissatisfied,Male,Frequent Flyer,36,Business travel,Business,1303,2,4,4,4,5,4,4,2,2,2,2,1,2,4,0
neutral or dissatisfied,Male,Frequent Flyer,62,Business travel,Business,125,1,2,2,2,5,3,4,2,2,2,1,3,2,2,3
neutral or dissatisfied,Male,Frequent Flyer,23,Business travel,Eco,575,4,4,4,4,4,4,2,4,4,2,3,2,2,4,25
neutral or dissatisfied,Male,Infrequent Flyer,26,Business travel,Eco,986,3,3,3,3,5,3,3,5,1,5,4,2,4,5,1
neutral or dissatisfied,Female,Frequent Flyer,68,Personal Travel,Eco,1744,2,5,3,4,4,5,4,5,5,3,5,4,5,3,0
neutral or dissatisfied,Female,Frequent Flyer,17,Business travel,Business,821,1,4,4,4,1,1,1,1,3,1,3,4,3,1,0
neutral or dissatisfied,Female,Frequent Flyer,42,Business travel,Eco Plus,259,4,2,2,2,3,3,4,4,4,4,4,1,4,1,0
neutral or dissatisfied,Female,Frequent Flyer,34,Personal Travel,Eco,102,2,5,0,5,5,0,5,5,5,4,5,3,4,5,0
neutral or dissatisfied,Female,Frequent Flyer,25,Personal Travel,Eco Plus,967,1,2,1,3,2,1,2,2,3,4,4,4,3,2,24
neutral or dissatisfied,Female,Infrequent Flyer,42,Business travel,Business,373,3,3,3,5,4,3,4,4,3,2,5,5,5,4,0
neutral or dissatisfied,Female,Frequent Flyer,26,Personal Travel,Eco,546,4,5,4,3,3,4,3,3,5,4,3,4,2,3,11
neutral or dissatisfied,Male,Infrequent Flyer,57,Business travel,Eco,147,4,0,4,1,3,4,3,3,4,5,2,4,5,3,23
neutral or dissatisfied,Female,Infrequent Flyer,37,Business travel,Eco,435,4,4,4,3,4,4,4,4,5,5,3,5,4,4,0
neutral or dissatisfied,Male,Infrequent Flyer,35,Business travel,Eco,101,4,4,4,4,2,4,2,2,3,2,4,4,4,2,0
neutral or dissatisfied,Male,Infrequent Flyer,28,Business travel,Eco,992,3,3,3,3,4,3,4,4,4,4,4,3,3,4,2
neutral or dissatisfied,Male,Frequent Flyer,28,Business travel,Business,3902,2,2,2,2,2,2,2,2,3,3,4,3,4,2,2
neutral or dissatisfied,Male,Frequent Flyer,67,Personal Travel,Eco,130,2,0,2,3,4,2,4,4,3,3,3,5,4,4,94
neutral or dissatisfied,Female,Infrequent Flyer,29,Business travel,Eco,377,3,4,3,4,3,3,3,3,5,4,3,3,2,3,156
neutral or dissatisfied,Male,Infrequent Flyer,58,Business travel,Eco,399,1,1,1,3,3,1,3,3,3,5,4,4,3,3,88
neutral or dissatisfied,Female,Frequent Flyer,8,Personal Travel,Eco,646,4,3,4,4,1,4,1,1,2,2,2,1,5,1,0
neutral or dissatisfied,Male,Frequent Flyer,8,Personal Travel,Eco,2614,4,5,4,1,4,5,5,3,3,4,5,5,3,5,0
neutral or dissatisfied,Male,Frequent Flyer,20,Personal Travel,Eco,229,3,5,3,1,3,3,3,3,3,3,4,5,5,3,0
neutral or dissatisfied,Male,Frequent Flyer,26,Personal Travel,Eco,1211,3,0,3,3,5,3,5,5,4,2,5,4,4,5,5
neutral or dissatisfied,Male,Infrequent Flyer,11,Business travel,Eco,602,2,0,2,3,3,2,3,3,3,5,4,4,3,3,0
neutral or dissatisfied,Female,Frequent Flyer,38,Personal Travel,Eco,373,3,4,3,1,5,3,5,5,4,2,4,3,5,5,0
neutral or dissatisfied,Female,Frequent Flyer,36,Business travel,Eco Plus,73,1,3,3,3,1,1,1,1,2,3,3,4,3,1,0
neutral or dissatisfied,Female,Frequent Flyer,35,Business travel,Eco,408,3,4,4,4,3,3,3,3,1,5,3,2,2,3,47
neutral or dissatisfied,Male,Frequent Flyer,49,Business travel,Eco,1028,3,1,1,1,3,3,3,3,2,2,2,3,2,3,0
neutral or dissatisfied,Male,Frequent Flyer,22,Personal Travel,Eco,416,3,4,3,4,5,3,5,5,3,5,3,2,4,5,0
neutral or dissatisfied,Male,Frequent Flyer,54,Business travel,Business,3444,2,1,1,1,1,4,4,2,2,2,2,1,2,2,104
neutral or dissatisfied,Female,Frequent Flyer,14,Business travel,Business,3588,1,2,2,2,1,1,1,1,4,1,3,3,3,1,32
neutral or dissatisfied,Male,Frequent Flyer,16,Business travel,Business,2567,3,1,5,1,3,3,3,3,3,1,4,3,4,3,2
neutral or dissatisfied,Male,Frequent Flyer,45,Personal Travel,Eco,395,4,5,4,4,3,4,2,3,5,3,5,5,4,3,42
neutral or dissatisfied,Female,Frequent Flyer,46,Personal Travel,Eco,557,3,4,3,1,4,5,5,5,5,3,5,5,5,3,14
neutral or dissatisfied,Male,Frequent Flyer,24,Personal Travel,Eco,819,3,2,3,4,2,3,2,2,3,2,4,4,4,2,14
neutral or dissatisfied,Male,Frequent Flyer,60,Business travel,Business,404,3,5,2,5,4,4,4,3,3,3,3,3,3,1,4
neutral or dissatisfied,Female,Frequent Flyer,40,Business travel,Business,3851,2,3,3,3,2,2,2,2,4,3,3,2,3,2,212
neutral or dissatisfied,Female,Frequent Flyer,54,Personal Travel,Eco,862,3,4,3,2,1,3,4,5,5,3,5,4,5,1,18
neutral or dissatisfied,Male,Infrequent Flyer,37,Business travel,Eco,552,2,4,2,4,2,2,2,2,4,1,1,4,5,2,106
neutral or dissatisfied,Female,Infrequent Flyer,26,Business travel,Eco,77,1,1,1,3,2,1,2,2,3,4,3,3,3,2,111
neutral or dissatisfied,Male,Frequent Flyer,58,Business travel,Business,3169,2,5,4,5,5,4,4,2,2,2,2,2,2,1,61
neutral or dissatisfied,Male,Frequent Flyer,20,Personal Travel,Eco,425,2,1,2,4,5,2,5,5,3,1,3,1,3,5,14
neutral or dissatisfied,Female,Infrequent Flyer,21,Business travel,Eco,224,3,3,3,3,2,3,2,2,3,4,2,4,1,2,0
neutral or dissatisfied,Male,Frequent Flyer,52,Personal Travel,Eco,1372,3,5,2,2,3,2,3,3,5,5,3,5,4,3,0
neutral or dissatisfied,Female,Infrequent Flyer,44,Business travel,Eco Plus,272,1,0,0,2,3,1,3,3,5,1,4,2,1,3,4
neutral or dissatisfied,Female,Frequent Flyer,11,Personal Travel,Eco,850,4,5,4,1,3,4,3,3,3,3,4,5,5,3,0
neutral or dissatisfied,Male,Frequent Flyer,67,Personal Travel,Eco,2704,1,4,1,4,1,3,3,3,5,5,4,3,5,3,0
neutral or dissatisfied,Female,Frequent Flyer,17,Personal Travel,Eco,571,2,4,2,4,3,2,3,3,3,5,4,4,4,3,0
neutral or dissatisfied,Female,Infrequent Flyer,50,Business travel,Eco,1190,3,3,3,3,5,3,5,5,1,3,1,5,3,5,0
neutral or dissatisfied,Female,Frequent Flyer,27,Personal Travel,Eco,337,2,4,2,1,5,2,5,5,3,4,4,5,5,5,85
neutral or dissatisfied,Female,Frequent Flyer,23,Business travel,Business,2475,2,5,4,5,2,2,2,3,5,1,2,2,1,2,0
neutral or dissatisfied,Female,Frequent Flyer,32,Personal Travel,Eco,550,1,1,1,2,3,1,3,3,2,2,1,1,2,3,4
neutral or dissatisfied,Female,Frequent Flyer,58,Personal Travel,Eco,596,1,1,1,2,2,3,2,1,1,1,1,2,1,1,0
neutral or dissatisfied,Female,Infrequent Flyer,21,Business travel,Eco,341,3,4,3,2,4,3,4,4,2,5,4,3,2,4,0
neutral or dissatisfied,Female,Frequent Flyer,11,Business travel,Business,2625,5,3,3,3,5,4,5,5,1,2,4,2,4,5,52
neutral or dissatisfied,Female,Frequent Flyer,48,Business travel,Eco Plus,546,1,4,4,4,5,3,3,1,1,1,1,4,1,1,0
neutral or dissatisfied,Female,Frequent Flyer,46,Personal Travel,Eco,728,3,1,4,2,2,2,2,3,3,4,1,1,3,1,0
neutral or dissatisfied,Male,Frequent Flyer,58,Business travel,Eco,289,2,3,3,3,2,2,2,2,3,1,3,2,4,2,39
neutral or dissatisfied,Male,Frequent Flyer,56,Personal Travel,Eco Plus,667,2,5,2,1,5,2,5,5,4,4,5,5,4,5,0
neutral or dissatisfied,Male,Frequent Flyer,36,Business travel,Eco,689,3,4,4,4,3,3,3,4,3,4,3,3,2,3,152
neutral or dissatisfied,Female,Frequent Flyer,18,Personal Travel,Eco,888,2,5,2,4,4,2,4,4,3,2,4,3,4,4,14
neutral or dissatisfied,Male,Infrequent Flyer,45,Personal Travel,Eco,1052,3,5,3,2,2,3,2,2,4,4,4,5,5,2,16
neutral or dissatisfied,Female,Frequent Flyer,44,Personal Travel,Business,472,2,5,2,1,4,4,5,5,5,2,5,5,5,4,7
neutral or dissatisfied,Male,Frequent Flyer,51,Personal Travel,Eco,1416,4,1,4,2,5,4,4,5,4,4,2,2,1,5,23
neutral or dissatisfied,Female,Frequent Flyer,49,Business travel,Eco Plus,925,3,3,3,3,5,4,4,3,3,3,3,1,3,3,101
neutral or dissatisfied,Male,Frequent Flyer,17,Personal Travel,Eco,349,3,4,2,3,4,2,4,4,5,5,4,5,4,4,0
neutral or dissatisfied,Male,Frequent Flyer,29,Personal Travel,Eco,971,3,4,3,2,1,3,1,1,5,2,4,4,5,1,20
neutral or dissatisfied,Male,Frequent Flyer,60,Personal Travel,Eco,226,3,5,3,4,2,3,3,2,5,5,4,3,4,2,0
neutral or dissatisfied,Female,Frequent Flyer,32,Personal Travel,Eco,895,1,3,1,3,5,1,5,5,2,5,3,3,3,5,10
neutral or dissatisfied,Female,Frequent Flyer,27,Personal Travel,Eco,628,2,4,2,1,2,2,2,2,4,5,4,5,5,2,11
neutral or dissatisfied,Female,Infrequent Flyer,29,Business travel,Eco,641,2,1,2,3,5,2,4,5,3,5,4,3,3,5,50
neutral or dissatisfied,Male,Frequent Flyer,37,Business travel,Business,328,2,4,4,4,5,4,3,2,2,2,2,4,2,1,0
neutral or dissatisfied,Male,Frequent Flyer,68,Business travel,Eco,695,1,3,3,3,1,1,1,1,3,4,2,1,2,1,0
neutral or dissatisfied,Female,Frequent Flyer,57,Business travel,Business,672,4,3,2,3,2,2,3,4,4,3,4,4,4,4,0
